class,detections,mean_confidence,median_confidence,mean_depth_m,median_depth_m,min_depth_m,max_depth_m
cardboard_box,1,0.3567645847797394,0.3567645847797394,1.5307115316390991,1.5307115316390991,1.5307115316390991,1.5307115316390991
cigarette_butt,1,0.3837745785713196,0.3837745785713196,1.1992571353912354,1.1992571353912354,1.1992571353912354,1.1992571353912354
paper_packaging,4816,0.39893000439873766,0.42969810962677,1.10527604593094,0.9144394397735596,0.9092639684677124,1.4162473678588867
